k_mean,k_sd,a_base_parent,h0_parent,h_floor_parent,zombie_line_parent,gen_interest_sigma,calibration_rounds
0.7370934586883877,0.16792465529350697,13000000.0,1500000.0,375000.0,750000.0,0.6998738884480382,20
