generations,edge_volume_usd,protocol_fee_usd,ancestor_sleeve_usd,genesis_usd,genesis_share_of_sleeve,forfeited_bonds_eth,forfeited_bonds_usd,eth_locked_under_genesis_usd
20,5000000.0,50000.0,10000.0,3002.9314446089493,0.30029314446089495,0.4,1600.0,4602.931444608949
