k_mean,k_sd,a_base_parent,h0_parent,h_floor_parent,zombie_line_parent,gen_interest_sigma,calibration_rounds
0.7196859842896234,0.12581699334135962,13000000.0,5000000.0,1250000.0,2500000.0,0.6998738884480382,20
