curve,acceleration_at_frac_of_float,step_drawdown,trailing_10_step_drawdown,acceleration_ratio
WALL_LIKE,0.6599999999999993,0.04036981144391194,0.004898736762413103,8.240861553055954
SINGLE_LIKE,0.9999999999999994,0.0005227563133021196,0.0006032682998773686,0.8665403327315303
