shock,reinforcement,external_market,dst,mode,hops,uses_external,slippage_frac,slippage_usd_on_5k,protocol_fee_eth,hop_fee_legs,exhausted,tokens_out,link6_drawdown,excess_slippage_vs_healthy
0.9,cap_max,arbitraged,12,FULL_LINE,13,False,0.1418355886333037,709.1779431665185,0.0125,13,False,3181608.477019837,0.9195377021406721,0.010985362642465857
0.9,cap_max,arbitraged,12,PARENT_SOURCED,4,True,0.08931284613019896,446.56423065099483,0.0,4,False,3376334.336739511,0.9195377021406721,0.03240741177095641
0.9,cap_max,arbitraged,12,DEPTH_CAPPED(3),4,True,0.08931284613019896,446.56423065099483,0.0,4,False,3376334.336739511,0.9195377021406721,0.03240741177095641
0.99,none,independent,10,FULL_LINE,11,False,0.4976019944358858,2488.009972179429,0.0125,11,False,24672927.590975706,0.9460248704678602,0.3834569402399767
0.99,none,independent,10,PARENT_SOURCED,11,False,0.4976019944358858,2488.009972179429,0.0125,11,False,24672927.590975706,0.9460248704678602,0.46027194644242964
0.99,none,independent,10,DEPTH_CAPPED(3),11,False,0.4976019944358858,2488.009972179429,0.0125,11,False,24672927.590975706,0.9460248704678602,0.46027194644242964
0.99,none,independent,12,FULL_LINE,13,False,0.57699028524914,2884.9514262457,0.0125,13,False,20774143.103152387,0.9460248704678602,0.44614005925830214
0.99,none,independent,12,PARENT_SOURCED,13,False,0.57699028524914,2884.9514262457,0.0125,13,False,20774143.103152387,0.9460248704678602,0.5200848508898974
0.99,none,independent,12,DEPTH_CAPPED(3),13,False,0.57699028524914,2884.9514262457,0.0125,13,False,20774143.103152387,0.9460248704678602,0.5200848508898974
0.99,none,arbitraged,10,FULL_LINE,11,False,0.22837244025778036,1141.8622012889018,0.0125,11,False,4063327.011894484,0.8967123095537828,0.11422738606187122
0.99,none,arbitraged,10,PARENT_SOURCED,2,True,0.07416810791893502,370.84053959467514,0.0,2,False,4875354.292455729,0.8967123095537828,0.03683805992547884
0.99,none,arbitraged,10,DEPTH_CAPPED(3),2,True,0.07416810791893502,370.84053959467514,0.0,2,False,4875354.292455729,0.8967123095537828,0.03683805992547884
0.99,none,arbitraged,12,FULL_LINE,13,False,0.25241631352323746,1262.0815676161874,0.0125,13,False,3936713.9607189433,0.8967123095537828,0.12156608753239961
0.99,none,arbitraged,12,PARENT_SOURCED,4,True,0.10831035716235493,541.5517858117746,0.0,4,False,4695564.027260991,0.8967123095537828,0.051404922803112374
0.99,none,arbitraged,12,DEPTH_CAPPED(3),4,True,0.10831035716235493,541.5517858117746,0.0,4,False,4695564.027260991,0.8967123095537828,0.051404922803112374
0.99,fee_funded_3_rounds,independent,10,FULL_LINE,11,False,0.48800683350070106,2440.034167503505,0.0125,11,False,24129886.347545963,0.9456838004799888,0.3738617793047919
0.99,fee_funded_3_rounds,independent,10,PARENT_SOURCED,11,False,0.48800683350070106,2440.034167503505,0.0125,11,False,24129886.347545963,0.9456838004799888,0.4506767855072449
0.99,fee_funded_3_rounds,independent,10,DEPTH_CAPPED(3),11,False,0.48800683350070106,2440.034167503505,0.0125,11,False,24129886.347545963,0.9456838004799888,0.4506767855072449
