siblings,parked_parent,parked_usd,days_parked,friction_usd,friction_bps_of_capital,carry_cost_usd,total_cost_usd,purse_captured_usd,net_usd,actual_purse_per_day_usd,breakeven_multiple,realised_market_pnl_usd
3,32172533.81587926,8043.133453969815,0.041666666666666664,12.060175918386948,14.994375000000103,0.045908295970147346,12.106084214357095,16.117732272494933,4.011648058137838,27.47252747252747,10.575875169662359,-9.88182700496167
6,39781507.83543771,9945.376958859428,0.041666666666666664,14.91247116375003,14.994375000000248,0.05676585022180039,14.969237013971831,16.710487642023296,1.7412506280514646,27.47252747252747,13.077125455405792,-10.166650567701087
12,51847498.49998229,12961.874624995573,0.041666666666666664,19.435520883017443,14.994375000000495,0.07398330265408432,19.509504185671528,16.97634594409341,-2.533158241578117,27.47252747252747,17.043502856602647,-14.96731458448246
