n_candidates,snipe_tax,parent_absorbed_total,parent_absorbed_usd,head_eth_in,head_eth_in_usd,head_fdv_move,winner_avg,score_cv,top1_share,block1_share_of_first_second,block1_snipe_usd,block1_cost_usd
5,False,70024690.21924016,17506.17255481004,9.832334073860313,39329.33629544125,3.904163442350642,8759821.785828251,0.16835430945432134,0.24443010066587853,0.9352016850387477,0.0,-12334.564140315812
5,True,65191630.6671146,16297.907666778652,8.600988215541983,34403.952862167935,3.298245667290909,8233588.202807481,0.20055001683151677,0.25620248682826874,0.9813851392735947,311.13333333333395,-1209.4985329511317
10,False,68607578.67308407,17151.89466827102,9.483582095658067,37934.328382632266,3.738893286221735,5032152.907339751,0.2548580025046273,0.14044679972242616,0.9345701838279095,0.0,-9360.632426361943
10,True,65895144.285147384,16473.786071286846,8.587903843200994,34351.61537280397,3.228586697310093,5212768.112266116,0.33192961656677067,0.15567163880439938,0.9880466658700127,311.13333333333395,-588.3638433692702
20,False,75810601.1714507,18952.650292862672,11.640690344326432,46562.76137730573,4.896442812729066,3400932.7840485713,0.3041375820507919,0.08530125240914305,0.9536786352996331,0.0,-6934.314688680814
20,True,68302191.8170868,17075.5479542717,9.214271345517492,36857.08538206996,3.5434369054705286,3076413.2333573475,0.37050105200345873,0.08705906020563114,0.9822746922941562,311.13333333333395,-106.52962038355427
50,False,74359032.82666074,18589.758206665185,11.178573319073463,44714.29327629385,4.638976681325956,1796908.3059685372,0.5144177276801091,0.04676759074500979,0.9925061347127164,0.0,-3808.9175992202827
50,True,70882648.53842437,17720.662134606093,10.05255979656991,40210.239186279636,4.011921952009977,2005968.5258147959,0.568649642072449,0.0543823115388684,0.9868306012938922,311.13333333333395,123.39422315962626
